"Notes"	"Month"	"Month Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate
	"Feb., 2021"	"2021/02"	"40-44 years"	"40-44"	4697	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"45-49 years"	"45-49"	6318	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"50-54 years"	"50-54"	9830	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"55-59 years"	"55-59"	15314	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"60-64 years "	"60-64"	22433	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"65-69 years"	"65-69"	26949	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"70-74 years"	"70-74"	32839	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"75-79 years"	"75-79"	34084	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"80-84 years"	"80-84"	35318	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"85-89 years"	"85-89"	35291	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"90-94 years"	"90-94"	28482	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"95-99 years"	"95-99"	13198	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"100+ years"	"100+"	2761	Not Applicable	Not Applicable
	"Feb., 2021"	"2021/02"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"< 1 year"	"1"	1660	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"1-4 years"	"1-4"	264	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"5-9 years"	"5-9"	191	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"10-14 years"	"10-14"	306	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"15-19 years"	"15-19"	1095	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"20-24 years"	"20-24"	2007	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"25-29 years"	"25-29"	2807	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"30-34 years"	"30-34"	3537	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"35-39 years"	"35-39"	4203	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"40-44 years"	"40-44"	5092	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"45-49 years"	"45-49"	6533	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"50-54 years"	"50-54"	9833	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"55-59 years"	"55-59"	15104	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"60-64 years "	"60-64"	21502	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"65-69 years"	"65-69"	25418	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"70-74 years"	"70-74"	30746	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"75-79 years"	"75-79"	32044	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"80-84 years"	"80-84"	33379	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"85-89 years"	"85-89"	33163	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"90-94 years"	"90-94"	26819	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"95-99 years"	"95-99"	12168	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"100+ years"	"100+"	2649	Not Applicable	Not Applicable
	"Mar., 2021"	"2021/03"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"< 1 year"	"1"	1653	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"1-4 years"	"1-4"	317	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"5-9 years"	"5-9"	195	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"10-14 years"	"10-14"	260	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"15-19 years"	"15-19"	1105	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"20-24 years"	"20-24"	2039	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"25-29 years"	"25-29"	2776	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"30-34 years"	"30-34"	3622	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"35-39 years"	"35-39"	4191	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"40-44 years"	"40-44"	5131	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"45-49 years"	"45-49"	6384	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"50-54 years"	"50-54"	9565	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"55-59 years"	"55-59"	14846	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"60-64 years "	"60-64"	20830	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"65-69 years"	"65-69"	24326	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"70-74 years"	"70-74"	29151	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"75-79 years"	"75-79"	29850	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"80-84 years"	"80-84"	30876	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"85-89 years"	"85-89"	30775	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"90-94 years"	"90-94"	24781	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"95-99 years"	"95-99"	11402	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"100+ years"	"100+"	2439	Not Applicable	Not Applicable
	"Apr., 2021"	"2021/04"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"< 1 year"	"1"	1709	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"1-4 years"	"1-4"	355	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"5-9 years"	"5-9"	213	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"10-14 years"	"10-14"	304	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"15-19 years"	"15-19"	1161	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"20-24 years"	"20-24"	2218	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"25-29 years"	"25-29"	2943	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"30-34 years"	"30-34"	3799	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"35-39 years"	"35-39"	4403	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"40-44 years"	"40-44"	5082	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"45-49 years"	"45-49"	6407	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"50-54 years"	"50-54"	9639	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"55-59 years"	"55-59"	14856	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"60-64 years "	"60-64"	21030	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"65-69 years"	"65-69"	24347	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"70-74 years"	"70-74"	29197	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"75-79 years"	"75-79"	29900	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"80-84 years"	"80-84"	30787	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"85-89 years"	"85-89"	30319	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"90-94 years"	"90-94"	25082	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"95-99 years"	"95-99"	11659	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"100+ years"	"100+"	2384	Not Applicable	Not Applicable
	"May, 2021"	"2021/05"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"< 1 year"	"1"	1610	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"1-4 years"	"1-4"	338	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"5-9 years"	"5-9"	210	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"10-14 years"	"10-14"	358	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"15-19 years"	"15-19"	1218	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"20-24 years"	"20-24"	2098	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"25-29 years"	"25-29"	2842	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"30-34 years"	"30-34"	3708	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"35-39 years"	"35-39"	4309	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"40-44 years"	"40-44"	5096	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"45-49 years"	"45-49"	6024	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"50-54 years"	"50-54"	9107	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"55-59 years"	"55-59"	14059	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"60-64 years "	"60-64"	19814	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"65-69 years"	"65-69"	23089	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"70-74 years"	"70-74"	27313	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"75-79 years"	"75-79"	28285	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"80-84 years"	"80-84"	29390	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"85-89 years"	"85-89"	28901	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"90-94 years"	"90-94"	23547	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"95-99 years"	"95-99"	10927	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"100+ years"	"100+"	2418	Not Applicable	Not Applicable
	"Jun., 2021"	"2021/06"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"< 1 year"	"1"	1688	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"1-4 years"	"1-4"	353	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"5-9 years"	"5-9"	226	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"10-14 years"	"10-14"	310	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"15-19 years"	"15-19"	1181	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"20-24 years"	"20-24"	2162	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"25-29 years"	"25-29"	2963	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"30-34 years"	"30-34"	3957	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"35-39 years"	"35-39"	4493	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"40-44 years"	"40-44"	5443	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"45-49 years"	"45-49"	6602	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"50-54 years"	"50-54"	9555	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"55-59 years"	"55-59"	14641	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"60-64 years "	"60-64"	20660	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"65-69 years"	"65-69"	24317	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"70-74 years"	"70-74"	28686	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"75-79 years"	"75-79"	29805	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"80-84 years"	"80-84"	30842	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"85-89 years"	"85-89"	30405	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"90-94 years"	"90-94"	25019	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"95-99 years"	"95-99"	11520	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"100+ years"	"100+"	2490	Not Applicable	Not Applicable
	"Jul., 2021"	"2021/07"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"< 1 year"	"1"	1702	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"1-4 years"	"1-4"	342	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"5-9 years"	"5-9"	228	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"10-14 years"	"10-14"	308	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"15-19 years"	"15-19"	1149	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"20-24 years"	"20-24"	2225	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"25-29 years"	"25-29"	3440	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"30-34 years"	"30-34"	4639	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"35-39 years"	"35-39"	5614	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"40-44 years"	"40-44"	7000	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"45-49 years"	"45-49"	8562	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"50-54 years"	"50-54"	12723	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"55-59 years"	"55-59"	18584	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"60-64 years "	"60-64"	25458	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"65-69 years"	"65-69"	29352	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"70-74 years"	"70-74"	34324	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"75-79 years"	"75-79"	34905	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"80-84 years"	"80-84"	35187	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"85-89 years"	"85-89"	34492	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"90-94 years"	"90-94"	27381	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"95-99 years"	"95-99"	12867	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"100+ years"	"100+"	2771	Not Applicable	Not Applicable
	"Aug., 2021"	"2021/08"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"< 1 year"	"1"	1720	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"1-4 years"	"1-4"	337	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"5-9 years"	"5-9"	184	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"10-14 years"	"10-14"	306	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"15-19 years"	"15-19"	1168	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"20-24 years"	"20-24"	2218	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"25-29 years"	"25-29"	3315	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"30-34 years"	"30-34"	4644	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"35-39 years"	"35-39"	5809	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"40-44 years"	"40-44"	7229	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"45-49 years"	"45-49"	9072	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"50-54 years"	"50-54"	13485	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"55-59 years"	"55-59"	19578	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"60-64 years "	"60-64"	26929	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"65-69 years"	"65-69"	30705	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"70-74 years"	"70-74"	35568	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"75-79 years"	"75-79"	35862	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"80-84 years"	"80-84"	35837	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"85-89 years"	"85-89"	34516	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"90-94 years"	"90-94"	27926	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"95-99 years"	"95-99"	12688	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"100+ years"	"100+"	2722	Not Applicable	Not Applicable
	"Sep., 2021"	"2021/09"	"Not Stated"	"NS"	12	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"< 1 year"	"1"	1717	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"1-4 years"	"1-4"	323	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"5-9 years"	"5-9"	175	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"10-14 years"	"10-14"	299	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"15-19 years"	"15-19"	1218	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"20-24 years"	"20-24"	2199	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"25-29 years"	"25-29"	3060	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"30-34 years"	"30-34"	4219	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"35-39 years"	"35-39"	5116	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"40-44 years"	"40-44"	6292	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"45-49 years"	"45-49"	7915	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"50-54 years"	"50-54"	11723	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"55-59 years"	"55-59"	17667	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"60-64 years "	"60-64"	24383	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"65-69 years"	"65-69"	29120	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"70-74 years"	"70-74"	33834	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"75-79 years"	"75-79"	35016	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"80-84 years"	"80-84"	35785	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"85-89 years"	"85-89"	35068	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"90-94 years"	"90-94"	28469	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"95-99 years"	"95-99"	13068	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"100+ years"	"100+"	2920	Not Applicable	Not Applicable
	"Oct., 2021"	"2021/10"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"< 1 year"	"1"	1589	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"1-4 years"	"1-4"	312	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"5-9 years"	"5-9"	210	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"10-14 years"	"10-14"	282	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"15-19 years"	"15-19"	1075	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"20-24 years"	"20-24"	1919	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"25-29 years"	"25-29"	2720	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"30-34 years"	"30-34"	3756	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"35-39 years"	"35-39"	4672	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"40-44 years"	"40-44"	5547	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"45-49 years"	"45-49"	6817	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"50-54 years"	"50-54"	10434	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"55-59 years"	"55-59"	15890	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"60-64 years "	"60-64"	23167	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"65-69 years"	"65-69"	27546	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"70-74 years"	"70-74"	32335	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"75-79 years"	"75-79"	34803	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"80-84 years"	"80-84"	35620	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"85-89 years"	"85-89"	34964	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"90-94 years"	"90-94"	28511	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"95-99 years"	"95-99"	13361	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"100+ years"	"100+"	2949	Not Applicable	Not Applicable
	"Nov., 2021"	"2021/11"	"Not Stated"	"NS"	Suppressed	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"< 1 year"	"1"	1720	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"1-4 years"	"1-4"	340	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"5-9 years"	"5-9"	231	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"10-14 years"	"10-14"	313	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"15-19 years"	"15-19"	1090	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"20-24 years"	"20-24"	2019	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"25-29 years"	"25-29"	2846	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"30-34 years"	"30-34"	4066	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"35-39 years"	"35-39"	4871	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"40-44 years"	"40-44"	6151	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"45-49 years"	"45-49"	7670	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"50-54 years"	"50-54"	11782	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"55-59 years"	"55-59"	17707	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"60-64 years "	"60-64"	25873	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"65-69 years"	"65-69"	31034	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"70-74 years"	"70-74"	36452	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"75-79 years"	"75-79"	38582	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"80-84 years"	"80-84"	39453	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"85-89 years"	"85-89"	38244	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"90-94 years"	"90-94"	31293	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"95-99 years"	"95-99"	14350	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"100+ years"	"100+"	3191	Not Applicable	Not Applicable
	"Dec., 2021"	"2021/12"	"Not Stated"	"NS"	10	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"< 1 year"	"1"	1674	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"1-4 years"	"1-4"	310	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"5-9 years"	"5-9"	187	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"10-14 years"	"10-14"	300	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"15-19 years"	"15-19"	992	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"20-24 years"	"20-24"	2066	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"25-29 years"	"25-29"	2916	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"30-34 years"	"30-34"	4216	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"35-39 years"	"35-39"	5052	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"40-44 years"	"40-44"	6540	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"45-49 years"	"45-49"	8239	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"50-54 years"	"50-54"	12614	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"55-59 years"	"55-59"	20007	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"60-64 years "	"60-64"	29143	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"65-69 years"	"65-69"	35247	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"70-74 years"	"70-74"	42010	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"75-79 years"	"75-79"	45825	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"80-84 years"	"80-84"	46801	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"85-89 years"	"85-89"	46183	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"90-94 years"	"90-94"	37314	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"95-99 years"	"95-99"	17782	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"100+ years"	"100+"	4022	Not Applicable	Not Applicable
	"Jan., 2022"	"2022/01"	"Not Stated"	"NS"	19	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"< 1 year"	"1"	1508	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"1-4 years"	"1-4"	292	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"5-9 years"	"5-9"	188	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"10-14 years"	"10-14"	265	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"15-19 years"	"15-19"	984	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"20-24 years"	"20-24"	1766	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"25-29 years"	"25-29"	2478	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"30-34 years"	"30-34"	3401	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"35-39 years"	"35-39"	4173	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"40-44 years"	"40-44"	4975	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"45-49 years"	"45-49"	6206	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"50-54 years"	"50-54"	9778	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"55-59 years"	"55-59"	15159	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"60-64 years "	"60-64"	22133	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"65-69 years"	"65-69"	27569	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"70-74 years"	"70-74"	33260	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"75-79 years"	"75-79"	36617	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"80-84 years"	"80-84"	37301	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"85-89 years"	"85-89"	36570	Not Applicable	Not Applicable
	"Feb., 2022"	"2022/02"	"90-94 years"	"90-94"	28923	Not Applicable	Not Applicable
