"Notes"	"Year"	"Year Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Residence State"	"Residence State Code"	Deaths	Population	Crude Rate
	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	"Wisconsin"	"55"	756	372740	202.8
	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"	"Wyoming"	"56"	89	39485	225.4
"Total"	"2023 (provisional)"	"2023"	"35-39 years"	"35-39"			46983	22267949	211.0
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Alabama"	"01"	1316	310743	423.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Alaska"	"02"	207	48088	430.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Arizona"	"04"	1392	454313	306.4
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Arkansas"	"05"	691	190587	362.6
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"California"	"06"	5746	2606759	220.4
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Colorado"	"08"	1008	404667	249.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Connecticut"	"09"	504	225454	223.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Delaware"	"10"	208	60227	345.4
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"District of Columbia"	"11"	138	48605	283.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Florida"	"12"	3768	1372170	274.6
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Georgia"	"13"	2107	717847	293.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Hawaii"	"15"	224	93146	240.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Idaho"	"16"	310	126074	245.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Illinois"	"17"	1996	825961	241.7
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Indiana"	"18"	1307	429985	304.0
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Iowa"	"19"	440	202008	217.8
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Kansas"	"20"	479	185634	258.0
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Kentucky"	"21"	1190	284568	418.2
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Louisiana"	"22"	1245	295960	420.7
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Maine"	"23"	277	82587	335.4
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Maryland"	"24"	1053	408010	258.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Massachusetts"	"25"	915	433914	210.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Michigan"	"26"	1691	601962	280.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Minnesota"	"27"	756	378475	199.7
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Mississippi"	"28"	769	183990	418.0
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Missouri"	"29"	1269	389096	326.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Montana"	"30"	187	71407	261.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Nebraska"	"31"	258	126599	203.8
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Nevada"	"32"	648	212397	305.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"New Hampshire"	"33"	191	83133	229.8
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"New Jersey"	"34"	1254	606153	206.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"New Mexico"	"35"	625	130625	478.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"New York"	"36"	2721	1224012	222.3
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"North Carolina"	"37"	2174	670100	324.4
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"North Dakota"	"38"	117	47700	245.3
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Ohio"	"39"	2222	722710	307.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Oklahoma"	"40"	922	257437	358.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Oregon"	"41"	812	291313	278.7
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Pennsylvania"	"42"	2079	785498	264.7
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Rhode Island"	"44"	158	66626	237.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"South Carolina"	"45"	1151	322877	356.5
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"South Dakota"	"46"	162	55989	289.3
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Tennessee"	"47"	1791	442297	404.9
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Texas"	"48"	4962	2052394	241.8
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Utah"	"49"	504	236657	213.0
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Vermont"	"50"	107	39038	274.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Virginia"	"51"	1362	573168	237.6
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Washington"	"53"	1417	530134	267.3
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"West Virginia"	"54"	533	109515	486.7
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Wisconsin"	"55"	875	370650	236.1
	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"	"Wyoming"	"56"	115	38157	301.4
"Total"	"2023 (provisional)"	"2023"	"40-44 years"	"40-44"			58353	21427416	272.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Alabama"	"01"	1611	296419	543.5
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Alaska"	"02"	187	40688	459.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Arizona"	"04"	1474	418746	352.0
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Arkansas"	"05"	852	175422	485.7
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"California"	"06"	6515	2398337	271.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Colorado"	"08"	1069	353233	302.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Connecticut"	"09"	576	209983	274.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Delaware"	"10"	211	53837	391.9
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"District of Columbia"	"11"	150	36504	410.9
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Florida"	"12"	4355	1309974	332.4
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Georgia"	"13"	2544	677895	375.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Hawaii"	"15"	257	82622	311.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Idaho"	"16"	319	110271	289.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Illinois"	"17"	2347	759603	309.0
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Indiana"	"18"	1579	396211	398.5
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Iowa"	"19"	579	175148	330.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Kansas"	"20"	574	162006	354.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Kentucky"	"21"	1399	268320	521.4
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Louisiana"	"22"	1338	256990	520.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Maine"	"23"	294	77619	378.8
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Maryland"	"24"	1168	367177	318.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Massachusetts"	"25"	1029	403162	255.2
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Michigan"	"26"	1998	564316	354.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Minnesota"	"27"	880	319778	275.2
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Mississippi"	"28"	936	170372	549.4
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Missouri"	"29"	1405	346300	405.7
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Montana"	"30"	215	60969	352.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Nebraska"	"31"	319	108516	294.0
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Nevada"	"32"	712	193187	368.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"New Hampshire"	"33"	234	77974	300.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"New Jersey"	"34"	1416	573357	247.0
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"New Mexico"	"35"	662	115913	571.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"New York"	"36"	3171	1141785	277.7
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"North Carolina"	"37"	2485	645257	385.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"North Dakota"	"38"	149	39048	381.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Ohio"	"39"	2712	665267	407.7
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Oklahoma"	"40"	1100	226646	485.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Oregon"	"41"	836	258493	323.4
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Pennsylvania"	"42"	2402	721085	333.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Rhode Island"	"44"	165	60327	273.5
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"South Carolina"	"45"	1350	302607	446.1
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"South Dakota"	"46"	190	47626	398.9
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Tennessee"	"47"	2182	418277	521.7
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Texas"	"48"	5843	1856501	314.7
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Utah"	"49"	560	197685	283.3
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Vermont"	"50"	105	35815	293.2
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Virginia"	"51"	1618	520947	310.6
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Washington"	"53"	1443	456932	315.8
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"West Virginia"	"54"	646	107053	603.4
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Wisconsin"	"55"	1001	329307	304.0
	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"	"Wyoming"	"56"	109	32591	334.4
"Total"	"2023 (provisional)"	"2023"	"45-49 years"	"45-49"			67271	19624098	342.8
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Alabama"	"01"	2204	321378	685.8
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Alaska"	"02"	224	42285	529.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Arizona"	"04"	2225	433144	513.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Arkansas"	"05"	1329	183281	725.1
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"California"	"06"	9296	2471944	376.1
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Colorado"	"08"	1517	355918	426.2
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Connecticut"	"09"	895	241724	370.3
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Delaware"	"10"	330	61740	534.5
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"District of Columbia"	"11"	196	34976	560.4
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Florida"	"12"	6519	1415317	460.6
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Georgia"	"13"	3832	719615	532.5
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Hawaii"	"15"	367	86291	425.3
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Idaho"	"16"	409	109309	374.2
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Illinois"	"17"	3583	798261	448.9
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Indiana"	"18"	2378	419465	566.9
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Iowa"	"19"	856	184305	464.4
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Kansas"	"20"	815	165294	493.1
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Kentucky"	"21"	2076	286484	724.6
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Louisiana"	"22"	1792	269436	665.1
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Maine"	"23"	454	90579	501.2
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Maryland"	"24"	1711	404531	423.0
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Massachusetts"	"25"	1710	452841	377.6
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Michigan"	"26"	3027	638317	474.2
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Minnesota"	"27"	1307	339756	384.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Mississippi"	"28"	1358	181008	750.2
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Missouri"	"29"	2061	370215	556.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Montana"	"30"	306	62325	491.0
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Nebraska"	"31"	464	109525	423.6
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Nevada"	"32"	1094	204466	535.1
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"New Hampshire"	"33"	394	94627	416.4
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"New Jersey"	"34"	2252	621778	362.2
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"New Mexico"	"35"	807	118668	680.0
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"New York"	"36"	4854	1258606	385.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"North Carolina"	"37"	3852	701701	549.0
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"North Dakota"	"38"	208	39187	530.8
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Ohio"	"39"	4048	737563	548.8
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Oklahoma"	"40"	1511	230580	655.3
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Oregon"	"41"	1344	260908	515.1
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Pennsylvania"	"42"	3755	816432	459.9
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Rhode Island"	"44"	280	69746	401.5
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"South Carolina"	"45"	2076	331250	626.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"South Dakota"	"46"	256	48687	525.8
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Tennessee"	"47"	3089	454247	680.0
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Texas"	"48"	8457	1820166	464.6
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Utah"	"49"	654	171720	380.9
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Vermont"	"50"	186	40943	454.3
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Virginia"	"51"	2368	554957	426.7
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Washington"	"53"	2094	473351	442.4
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"West Virginia"	"54"	914	115805	789.3
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Wisconsin"	"55"	1583	360298	439.4
	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"	"Wyoming"	"56"	185	32597	567.5
"Total"	"2023 (provisional)"	"2023"	"50-54 years"	"50-54"			99502	20807547	478.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Alabama"	"01"	3190	325873	978.9
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Alaska"	"02"	343	42865	800.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Arizona"	"04"	3088	427682	722.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Arkansas"	"05"	1899	186653	1017.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"California"	"06"	13836	2385680	580.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Colorado"	"08"	2006	335255	598.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Connecticut"	"09"	1372	260155	527.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Delaware"	"10"	563	69237	813.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"District of Columbia"	"11"	304	32876	924.7
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Florida"	"12"	10107	1483310	681.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Georgia"	"13"	5430	690672	786.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Hawaii"	"15"	540	86939	621.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Idaho"	"16"	699	108700	643.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Illinois"	"17"	5361	799304	670.7
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Indiana"	"18"	3418	423286	807.5
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Iowa"	"19"	1256	193156	650.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Kansas"	"20"	1220	171011	713.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Kentucky"	"21"	3085	292691	1054.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Louisiana"	"22"	2692	284197	947.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Maine"	"23"	714	100371	711.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Maryland"	"24"	2772	420229	659.6
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Massachusetts"	"25"	2654	479734	553.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Michigan"	"26"	4904	665345	737.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Minnesota"	"27"	1961	359359	545.7
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Mississippi"	"28"	1968	183196	1074.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Missouri"	"29"	3262	388064	840.6
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Montana"	"30"	449	66707	673.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Nebraska"	"31"	720	112815	638.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Nevada"	"32"	1563	197514	791.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"New Hampshire"	"33"	590	105263	560.5
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"New Jersey"	"34"	3519	638624	551.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"New Mexico"	"35"	1112	124383	894.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"New York"	"36"	7816	1319494	592.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"North Carolina"	"37"	5532	687962	804.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"North Dakota"	"38"	284	41934	677.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Ohio"	"39"	5955	754094	789.7
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Oklahoma"	"40"	2368	231064	1024.8
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Oregon"	"41"	1710	248555	688.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Pennsylvania"	"42"	6065	864931	701.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Rhode Island"	"44"	444	75910	584.9
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"South Carolina"	"45"	3123	343844	908.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"South Dakota"	"46"	336	53837	624.1
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Tennessee"	"47"	4347	454918	955.6
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Texas"	"48"	11998	1684359	712.3
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Utah"	"49"	879	153155	573.9
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Vermont"	"50"	284	44569	637.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Virginia"	"51"	3719	561842	661.9
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Washington"	"53"	3022	459024	658.4
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"West Virginia"	"54"	1381	117317	1177.2
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Wisconsin"	"55"	2504	395560	633.0
	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"	"Wyoming"	"56"	236	33499	704.5
"Total"	"2023 (provisional)"	"2023"	"55-59 years"	"55-59"			148600	20967014	708.7
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Alabama"	"01"	4988	332557	1499.9
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Alaska"	"02"	510	44376	1149.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Arizona"	"04"	4782	444281	1076.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Arkansas"	"05"	3025	191659	1578.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"California"	"06"	20537	2301629	892.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Colorado"	"08"	3150	348601	903.6
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Connecticut"	"09"	2168	255581	848.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Delaware"	"10"	760	74259	1023.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"District of Columbia"	"11"	427	31196	1368.8
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Florida"	"12"	15809	1506910	1049.1
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Georgia"	"13"	7920	646643	1224.8
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Hawaii"	"15"	837	90032	929.7
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Idaho"	"16"	1022	117399	870.5
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Illinois"	"17"	8313	807002	1030.1
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Indiana"	"18"	5561	433306	1283.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Iowa"	"19"	2205	208422	1057.9
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Kansas"	"20"	2129	183722	1158.8
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Kentucky"	"21"	4479	294830	1519.2
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Louisiana"	"22"	4287	293976	1458.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Maine"	"23"	1160	109313	1061.2
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Maryland"	"24"	4092	404703	1011.1
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Massachusetts"	"25"	3791	471620	803.8
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Michigan"	"26"	7933	692851	1145.0
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Minnesota"	"27"	3140	379201	828.1
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Mississippi"	"28"	2994	188076	1591.9
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Missouri"	"29"	5275	413672	1275.2
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Montana"	"30"	797	77859	1023.6
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Nebraska"	"31"	1233	121335	1016.2
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Nevada"	"32"	2159	193915	1113.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"New Hampshire"	"33"	958	110884	864.0
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"New Jersey"	"34"	5181	618357	837.9
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"New Mexico"	"35"	1619	136464	1186.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"New York"	"36"	11344	1300465	872.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"North Carolina"	"37"	8270	679846	1216.5
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"North Dakota"	"38"	473	47001	1006.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Ohio"	"39"	9787	792170	1235.5
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Oklahoma"	"40"	3693	244335	1511.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Oregon"	"41"	2806	264615	1060.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Pennsylvania"	"42"	9348	901066	1037.4
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Rhode Island"	"44"	699	76097	918.6
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"South Carolina"	"45"	4503	352259	1278.3
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"South Dakota"	"46"	558	60994	914.8
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Tennessee"	"47"	6448	451630	1427.7
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Texas"	"48"	18151	1617808	1122.0
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Utah"	"49"	1345	154966	867.9
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Vermont"	"50"	451	49148	917.6
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Virginia"	"51"	5699	548255	1039.5
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Washington"	"53"	4722	473041	998.2
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"West Virginia"	"54"	1968	123469	1593.9
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Wisconsin"	"55"	4020	417103	963.8
	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"	"Wyoming"	"56"	408	39524	1032.3
"Total"	"2023 (provisional)"	"2023"	"60-64 years "	"60-64"			227934	21118423	1079.3
	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	"Alabama"	"01"	6192	297711	2079.9
	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	"Alaska"	"02"	615	38605	1593.1
	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	"Arizona"	"04"	6387	414980	1539.1
	"2023 (provisional)"	"2023"	"65-69 years"	"65-69"	"Arkansas"	"05"	3551	172328	2060.6
