Notes,Month Reported,Month Reported Code,State / Territory,State / Territory Code,Event Category,Event Category Code,Events Reported,Percent
,"Feb., 2021",2021/02,New Hampshire,33,Permanent Disability,DBL,2,0.00%
,"Feb., 2021",2021/02,New Hampshire,33,Hospitalized,H,11,0.02%
,"Feb., 2021",2021/02,New Hampshire,33,Emergency Room *,ER,11,0.02%
,"Feb., 2021",2021/02,New Hampshire,33,Office Visit *,OF,11,0.02%
,"Feb., 2021",2021/02,New Hampshire,33,None of the above,NONE,21,0.03%
Total,"Feb., 2021",2021/02,New Hampshire,33,,,73,0.11%
,"Feb., 2021",2021/02,New Jersey,34,Death,DTH,6,0.01%
,"Feb., 2021",2021/02,New Jersey,34,Life Threatening,LT,12,0.02%
,"Feb., 2021",2021/02,New Jersey,34,Permanent Disability,DBL,4,0.01%
,"Feb., 2021",2021/02,New Jersey,34,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Feb., 2021",2021/02,New Jersey,34,Hospitalized,H,42,0.06%
,"Feb., 2021",2021/02,New Jersey,34,Emergency Room *,ER,44,0.06%
,"Feb., 2021",2021/02,New Jersey,34,Office Visit *,OF,50,0.07%
,"Feb., 2021",2021/02,New Jersey,34,None of the above,NONE,147,0.22%
Total,"Feb., 2021",2021/02,New Jersey,34,,,306,0.45%
,"Feb., 2021",2021/02,New Mexico,35,Death,DTH,6,0.01%
,"Feb., 2021",2021/02,New Mexico,35,Life Threatening,LT,5,0.01%
,"Feb., 2021",2021/02,New Mexico,35,Permanent Disability,DBL,3,0.00%
,"Feb., 2021",2021/02,New Mexico,35,Hospitalized,H,10,0.01%
,"Feb., 2021",2021/02,New Mexico,35,Emergency Room *,ER,17,0.03%
,"Feb., 2021",2021/02,New Mexico,35,Office Visit *,OF,16,0.02%
,"Feb., 2021",2021/02,New Mexico,35,None of the above,NONE,34,0.05%
Total,"Feb., 2021",2021/02,New Mexico,35,,,91,0.13%
,"Feb., 2021",2021/02,New York,36,Death,DTH,26,0.04%
,"Feb., 2021",2021/02,New York,36,Life Threatening,LT,26,0.04%
,"Feb., 2021",2021/02,New York,36,Permanent Disability,DBL,19,0.03%
,"Feb., 2021",2021/02,New York,36,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Feb., 2021",2021/02,New York,36,Hospitalized,H,100,0.15%
,"Feb., 2021",2021/02,New York,36,Emergency Room *,ER,91,0.13%
,"Feb., 2021",2021/02,New York,36,Office Visit *,OF,80,0.12%
,"Feb., 2021",2021/02,New York,36,None of the above,NONE,301,0.44%
Total,"Feb., 2021",2021/02,New York,36,,,644,0.95%
,"Feb., 2021",2021/02,North Carolina,37,Death,DTH,15,0.02%
,"Feb., 2021",2021/02,North Carolina,37,Life Threatening,LT,17,0.03%
,"Feb., 2021",2021/02,North Carolina,37,Permanent Disability,DBL,13,0.02%
,"Feb., 2021",2021/02,North Carolina,37,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Feb., 2021",2021/02,North Carolina,37,Hospitalized,H,61,0.09%
,"Feb., 2021",2021/02,North Carolina,37,Emergency Room *,ER,68,0.10%
,"Feb., 2021",2021/02,North Carolina,37,Office Visit *,OF,50,0.07%
,"Feb., 2021",2021/02,North Carolina,37,None of the above,NONE,137,0.20%
Total,"Feb., 2021",2021/02,North Carolina,37,,,362,0.53%
,"Feb., 2021",2021/02,North Dakota,38,Death,DTH,5,0.01%
,"Feb., 2021",2021/02,North Dakota,38,Life Threatening,LT,3,0.00%
,"Feb., 2021",2021/02,North Dakota,38,Permanent Disability,DBL,1,0.00%
,"Feb., 2021",2021/02,North Dakota,38,Hospitalized,H,9,0.01%
,"Feb., 2021",2021/02,North Dakota,38,Emergency Room *,ER,7,0.01%
,"Feb., 2021",2021/02,North Dakota,38,Office Visit *,OF,9,0.01%
,"Feb., 2021",2021/02,North Dakota,38,None of the above,NONE,6,0.01%
Total,"Feb., 2021",2021/02,North Dakota,38,,,40,0.06%
,"Feb., 2021",2021/02,Ohio,39,Death,DTH,37,0.05%
,"Feb., 2021",2021/02,Ohio,39,Life Threatening,LT,27,0.04%
,"Feb., 2021",2021/02,Ohio,39,Permanent Disability,DBL,15,0.02%
,"Feb., 2021",2021/02,Ohio,39,Congenital Anomaly / Birth Defect *,BD,2,0.00%
,"Feb., 2021",2021/02,Ohio,39,Hospitalized,H,78,0.11%
,"Feb., 2021",2021/02,Ohio,39,Existing Hospitalization Prolonged,HP,1,0.00%
,"Feb., 2021",2021/02,Ohio,39,Emergency Room *,ER,61,0.09%
,"Feb., 2021",2021/02,Ohio,39,Office Visit *,OF,56,0.08%
,"Feb., 2021",2021/02,Ohio,39,None of the above,NONE,146,0.22%
Total,"Feb., 2021",2021/02,Ohio,39,,,423,0.62%
,"Feb., 2021",2021/02,Oklahoma,40,Death,DTH,7,0.01%
,"Feb., 2021",2021/02,Oklahoma,40,Life Threatening,LT,6,0.01%
,"Feb., 2021",2021/02,Oklahoma,40,Permanent Disability,DBL,3,0.00%
,"Feb., 2021",2021/02,Oklahoma,40,Hospitalized,H,16,0.02%
,"Feb., 2021",2021/02,Oklahoma,40,Existing Hospitalization Prolonged,HP,1,0.00%
,"Feb., 2021",2021/02,Oklahoma,40,Emergency Room *,ER,13,0.02%
,"Feb., 2021",2021/02,Oklahoma,40,Office Visit *,OF,15,0.02%
,"Feb., 2021",2021/02,Oklahoma,40,None of the above,NONE,51,0.08%
Total,"Feb., 2021",2021/02,Oklahoma,40,,,112,0.17%
,"Feb., 2021",2021/02,Oregon,41,Death,DTH,5,0.01%
,"Feb., 2021",2021/02,Oregon,41,Life Threatening,LT,9,0.01%
,"Feb., 2021",2021/02,Oregon,41,Permanent Disability,DBL,7,0.01%
,"Feb., 2021",2021/02,Oregon,41,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Feb., 2021",2021/02,Oregon,41,Hospitalized,H,16,0.02%
,"Feb., 2021",2021/02,Oregon,41,Emergency Room *,ER,27,0.04%
,"Feb., 2021",2021/02,Oregon,41,Office Visit *,OF,23,0.03%
,"Feb., 2021",2021/02,Oregon,41,None of the above,NONE,56,0.08%
Total,"Feb., 2021",2021/02,Oregon,41,,,144,0.21%
,"Feb., 2021",2021/02,Pennsylvania,42,Death,DTH,20,0.03%
,"Feb., 2021",2021/02,Pennsylvania,42,Life Threatening,LT,22,0.03%
,"Feb., 2021",2021/02,Pennsylvania,42,Permanent Disability,DBL,17,0.03%
,"Feb., 2021",2021/02,Pennsylvania,42,Congenital Anomaly / Birth Defect *,BD,2,0.00%
,"Feb., 2021",2021/02,Pennsylvania,42,Hospitalized,H,66,0.10%
,"Feb., 2021",2021/02,Pennsylvania,42,Existing Hospitalization Prolonged,HP,2,0.00%
,"Feb., 2021",2021/02,Pennsylvania,42,Emergency Room *,ER,58,0.09%
,"Feb., 2021",2021/02,Pennsylvania,42,Office Visit *,OF,53,0.08%
,"Feb., 2021",2021/02,Pennsylvania,42,None of the above,NONE,136,0.20%
Total,"Feb., 2021",2021/02,Pennsylvania,42,,,376,0.55%
,"Feb., 2021",2021/02,Rhode Island,44,Death,DTH,1,0.00%
,"Feb., 2021",2021/02,Rhode Island,44,Life Threatening,LT,2,0.00%
,"Feb., 2021",2021/02,Rhode Island,44,Permanent Disability,DBL,1,0.00%
,"Feb., 2021",2021/02,Rhode Island,44,Hospitalized,H,6,0.01%
,"Feb., 2021",2021/02,Rhode Island,44,Emergency Room *,ER,3,0.00%
,"Feb., 2021",2021/02,Rhode Island,44,Office Visit *,OF,2,0.00%
,"Feb., 2021",2021/02,Rhode Island,44,None of the above,NONE,13,0.02%
Total,"Feb., 2021",2021/02,Rhode Island,44,,,28,0.04%
,"Feb., 2021",2021/02,South Carolina,45,Death,DTH,6,0.01%
,"Feb., 2021",2021/02,South Carolina,45,Life Threatening,LT,6,0.01%
,"Feb., 2021",2021/02,South Carolina,45,Permanent Disability,DBL,4,0.01%
,"Feb., 2021",2021/02,South Carolina,45,Hospitalized,H,24,0.04%
,"Feb., 2021",2021/02,South Carolina,45,Existing Hospitalization Prolonged,HP,1,0.00%
,"Feb., 2021",2021/02,South Carolina,45,Emergency Room *,ER,21,0.03%
,"Feb., 2021",2021/02,South Carolina,45,Office Visit *,OF,12,0.02%
,"Feb., 2021",2021/02,South Carolina,45,None of the above,NONE,52,0.08%
Total,"Feb., 2021",2021/02,South Carolina,45,,,126,0.19%
,"Feb., 2021",2021/02,South Dakota,46,Death,DTH,7,0.01%
,"Feb., 2021",2021/02,South Dakota,46,Life Threatening,LT,4,0.01%
,"Feb., 2021",2021/02,South Dakota,46,Permanent Disability,DBL,2,0.00%
,"Feb., 2021",2021/02,South Dakota,46,Hospitalized,H,8,0.01%
,"Feb., 2021",2021/02,South Dakota,46,Existing Hospitalization Prolonged,HP,1,0.00%
,"Feb., 2021",2021/02,South Dakota,46,Emergency Room *,ER,10,0.01%
,"Feb., 2021",2021/02,South Dakota,46,Office Visit *,OF,5,0.01%
,"Feb., 2021",2021/02,South Dakota,46,None of the above,NONE,6,0.01%
Total,"Feb., 2021",2021/02,South Dakota,46,,,43,0.06%
,"Feb., 2021",2021/02,Tennessee,47,Death,DTH,11,0.02%
,"Feb., 2021",2021/02,Tennessee,47,Life Threatening,LT,8,0.01%
,"Feb., 2021",2021/02,Tennessee,47,Permanent Disability,DBL,7,0.01%
,"Feb., 2021",2021/02,Tennessee,47,Hospitalized,H,30,0.04%
,"Feb., 2021",2021/02,Tennessee,47,Emergency Room *,ER,26,0.04%
,"Feb., 2021",2021/02,Tennessee,47,Office Visit *,OF,20,0.03%
,"Feb., 2021",2021/02,Tennessee,47,None of the above,NONE,71,0.10%
Total,"Feb., 2021",2021/02,Tennessee,47,,,173,0.25%
,"Feb., 2021",2021/02,Texas,48,Death,DTH,27,0.04%
,"Feb., 2021",2021/02,Texas,48,Life Threatening,LT,33,0.05%
,"Feb., 2021",2021/02,Texas,48,Permanent Disability,DBL,25,0.04%
,"Feb., 2021",2021/02,Texas,48,Hospitalized,H,96,0.14%
,"Feb., 2021",2021/02,Texas,48,Emergency Room *,ER,90,0.13%
,"Feb., 2021",2021/02,Texas,48,Office Visit *,OF,55,0.08%
,"Feb., 2021",2021/02,Texas,48,None of the above,NONE,203,0.30%
Total,"Feb., 2021",2021/02,Texas,48,,,529,0.78%
,"Feb., 2021",2021/02,Utah,49,Death,DTH,3,0.00%
,"Feb., 2021",2021/02,Utah,49,Life Threatening,LT,5,0.01%
,"Feb., 2021",2021/02,Utah,49,Permanent Disability,DBL,1,0.00%
,"Feb., 2021",2021/02,Utah,49,Hospitalized,H,6,0.01%
,"Feb., 2021",2021/02,Utah,49,Emergency Room *,ER,7,0.01%
,"Feb., 2021",2021/02,Utah,49,Office Visit *,OF,10,0.01%
,"Feb., 2021",2021/02,Utah,49,None of the above,NONE,28,0.04%
Total,"Feb., 2021",2021/02,Utah,49,,,60,0.09%
,"Feb., 2021",2021/02,Vermont,50,Hospitalized,H,1,0.00%
,"Feb., 2021",2021/02,Vermont,50,Emergency Room *,ER,2,0.00%
,"Feb., 2021",2021/02,Vermont,50,Office Visit *,OF,3,0.00%
,"Feb., 2021",2021/02,Vermont,50,None of the above,NONE,2,0.00%
Total,"Feb., 2021",2021/02,Vermont,50,,,8,0.01%
,"Feb., 2021",2021/02,Virginia,51,Death,DTH,18,0.03%
,"Feb., 2021",2021/02,Virginia,51,Life Threatening,LT,13,0.02%
,"Feb., 2021",2021/02,Virginia,51,Permanent Disability,DBL,12,0.02%
,"Feb., 2021",2021/02,Virginia,51,Hospitalized,H,39,0.06%
,"Feb., 2021",2021/02,Virginia,51,Existing Hospitalization Prolonged,HP,1,0.00%
,"Feb., 2021",2021/02,Virginia,51,Emergency Room *,ER,39,0.06%
,"Feb., 2021",2021/02,Virginia,51,Office Visit *,OF,53,0.08%
,"Feb., 2021",2021/02,Virginia,51,None of the above,NONE,118,0.17%
Total,"Feb., 2021",2021/02,Virginia,51,,,293,0.43%
,"Feb., 2021",2021/02,Washington,53,Death,DTH,17,0.03%
,"Feb., 2021",2021/02,Washington,53,Life Threatening,LT,19,0.03%
,"Feb., 2021",2021/02,Washington,53,Permanent Disability,DBL,8,0.01%
,"Feb., 2021",2021/02,Washington,53,Hospitalized,H,35,0.05%
,"Feb., 2021",2021/02,Washington,53,Emergency Room *,ER,39,0.06%
,"Feb., 2021",2021/02,Washington,53,Office Visit *,OF,36,0.05%
,"Feb., 2021",2021/02,Washington,53,None of the above,NONE,93,0.14%
Total,"Feb., 2021",2021/02,Washington,53,,,247,0.36%
,"Feb., 2021",2021/02,West Virginia,54,Death,DTH,9,0.01%
,"Feb., 2021",2021/02,West Virginia,54,Life Threatening,LT,2,0.00%
,"Feb., 2021",2021/02,West Virginia,54,Hospitalized,H,8,0.01%
,"Feb., 2021",2021/02,West Virginia,54,Emergency Room *,ER,9,0.01%
,"Feb., 2021",2021/02,West Virginia,54,Office Visit *,OF,8,0.01%
,"Feb., 2021",2021/02,West Virginia,54,None of the above,NONE,23,0.03%
Total,"Feb., 2021",2021/02,West Virginia,54,,,59,0.09%
,"Feb., 2021",2021/02,Wisconsin,55,Death,DTH,20,0.03%
,"Feb., 2021",2021/02,Wisconsin,55,Life Threatening,LT,15,0.02%
,"Feb., 2021",2021/02,Wisconsin,55,Permanent Disability,DBL,5,0.01%
,"Feb., 2021",2021/02,Wisconsin,55,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Feb., 2021",2021/02,Wisconsin,55,Hospitalized,H,49,0.07%
,"Feb., 2021",2021/02,Wisconsin,55,Emergency Room / Office Visit **,ER/OF,1,0.00%
,"Feb., 2021",2021/02,Wisconsin,55,Emergency Room *,ER,44,0.06%
,"Feb., 2021",2021/02,Wisconsin,55,Office Visit *,OF,28,0.04%
,"Feb., 2021",2021/02,Wisconsin,55,None of the above,NONE,78,0.11%
Total,"Feb., 2021",2021/02,Wisconsin,55,,,241,0.36%
,"Feb., 2021",2021/02,Wyoming,56,Death,DTH,4,0.01%
,"Feb., 2021",2021/02,Wyoming,56,Permanent Disability,DBL,1,0.00%
,"Feb., 2021",2021/02,Wyoming,56,Hospitalized,H,4,0.01%
,"Feb., 2021",2021/02,Wyoming,56,Emergency Room *,ER,5,0.01%
,"Feb., 2021",2021/02,Wyoming,56,Office Visit *,OF,2,0.00%
,"Feb., 2021",2021/02,Wyoming,56,None of the above,NONE,5,0.01%
Total,"Feb., 2021",2021/02,Wyoming,56,,,21,0.03%
,"Feb., 2021",2021/02,American Samoa,60,Office Visit *,OF,1,0.00%
Total,"Feb., 2021",2021/02,American Samoa,60,,,1,0.00%
,"Feb., 2021",2021/02,Guam,66,Death,DTH,3,0.00%
,"Feb., 2021",2021/02,Guam,66,Life Threatening,LT,1,0.00%
,"Feb., 2021",2021/02,Guam,66,Hospitalized,H,2,0.00%
,"Feb., 2021",2021/02,Guam,66,Emergency Room *,ER,3,0.00%
,"Feb., 2021",2021/02,Guam,66,Office Visit *,OF,1,0.00%
,"Feb., 2021",2021/02,Guam,66,None of the above,NONE,1,0.00%
Total,"Feb., 2021",2021/02,Guam,66,,,11,0.02%
,"Feb., 2021",2021/02,Marshall Islands,68,Emergency Room *,ER,1,0.00%
Total,"Feb., 2021",2021/02,Marshall Islands,68,,,1,0.00%
,"Feb., 2021",2021/02,Northern Mariana Islands,69,Life Threatening,LT,1,0.00%
,"Feb., 2021",2021/02,Northern Mariana Islands,69,Hospitalized,H,1,0.00%
,"Feb., 2021",2021/02,Northern Mariana Islands,69,Emergency Room *,ER,1,0.00%
Total,"Feb., 2021",2021/02,Northern Mariana Islands,69,,,3,0.00%
,"Feb., 2021",2021/02,Puerto Rico,72,Death,DTH,3,0.00%
,"Feb., 2021",2021/02,Puerto Rico,72,Life Threatening,LT,1,0.00%
,"Feb., 2021",2021/02,Puerto Rico,72,Permanent Disability,DBL,2,0.00%
,"Feb., 2021",2021/02,Puerto Rico,72,Hospitalized,H,7,0.01%
,"Feb., 2021",2021/02,Puerto Rico,72,Emergency Room *,ER,9,0.01%
,"Feb., 2021",2021/02,Puerto Rico,72,Office Visit *,OF,7,0.01%
,"Feb., 2021",2021/02,Puerto Rico,72,None of the above,NONE,20,0.03%
Total,"Feb., 2021",2021/02,Puerto Rico,72,,,49,0.07%
,"Feb., 2021",2021/02,Virgin Islands,78,Permanent Disability,DBL,1,0.00%
,"Feb., 2021",2021/02,Virgin Islands,78,Emergency Room *,ER,1,0.00%
,"Feb., 2021",2021/02,Virgin Islands,78,Office Visit *,OF,1,0.00%
,"Feb., 2021",2021/02,Virgin Islands,78,None of the above,NONE,2,0.00%
Total,"Feb., 2021",2021/02,Virgin Islands,78,,,5,0.01%
,"Feb., 2021",2021/02,Unknown,U,Death,DTH,93,0.14%
,"Feb., 2021",2021/02,Unknown,U,Life Threatening,LT,28,0.04%
,"Feb., 2021",2021/02,Unknown,U,Permanent Disability,DBL,8,0.01%
,"Feb., 2021",2021/02,Unknown,U,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Feb., 2021",2021/02,Unknown,U,Hospitalized,H,212,0.31%
,"Feb., 2021",2021/02,Unknown,U,Existing Hospitalization Prolonged,HP,2,0.00%
,"Feb., 2021",2021/02,Unknown,U,Emergency Room *,ER,167,0.25%
,"Feb., 2021",2021/02,Unknown,U,Office Visit *,OF,135,0.20%
,"Feb., 2021",2021/02,Unknown,U,None of the above,NONE,626,0.92%
Total,"Feb., 2021",2021/02,Unknown,U,,,1272,1.87%
Total,"Feb., 2021",2021/02,,,,,11996,17.68%
,"Mar., 2021",2021/03,Alabama,1,Death,DTH,12,0.02%
,"Mar., 2021",2021/03,Alabama,1,Life Threatening,LT,4,0.01%
,"Mar., 2021",2021/03,Alabama,1,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Alabama,1,Hospitalized,H,10,0.01%
,"Mar., 2021",2021/03,Alabama,1,Emergency Room *,ER,17,0.03%
,"Mar., 2021",2021/03,Alabama,1,Office Visit *,OF,5,0.01%
,"Mar., 2021",2021/03,Alabama,1,None of the above,NONE,44,0.06%
Total,"Mar., 2021",2021/03,Alabama,1,,,93,0.14%
,"Mar., 2021",2021/03,Alaska,2,Death,DTH,4,0.01%
,"Mar., 2021",2021/03,Alaska,2,Life Threatening,LT,4,0.01%
,"Mar., 2021",2021/03,Alaska,2,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Alaska,2,Hospitalized,H,2,0.00%
,"Mar., 2021",2021/03,Alaska,2,Emergency Room *,ER,6,0.01%
,"Mar., 2021",2021/03,Alaska,2,Office Visit *,OF,3,0.00%
,"Mar., 2021",2021/03,Alaska,2,None of the above,NONE,13,0.02%
Total,"Mar., 2021",2021/03,Alaska,2,,,33,0.05%
,"Mar., 2021",2021/03,Arizona,4,Death,DTH,11,0.02%
,"Mar., 2021",2021/03,Arizona,4,Life Threatening,LT,10,0.01%
,"Mar., 2021",2021/03,Arizona,4,Permanent Disability,DBL,15,0.02%
,"Mar., 2021",2021/03,Arizona,4,Hospitalized,H,28,0.04%
,"Mar., 2021",2021/03,Arizona,4,Emergency Room *,ER,30,0.04%
,"Mar., 2021",2021/03,Arizona,4,Office Visit *,OF,38,0.06%
,"Mar., 2021",2021/03,Arizona,4,None of the above,NONE,109,0.16%
Total,"Mar., 2021",2021/03,Arizona,4,,,241,0.36%
,"Mar., 2021",2021/03,Arkansas,5,Death,DTH,5,0.01%
,"Mar., 2021",2021/03,Arkansas,5,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,Arkansas,5,Permanent Disability,DBL,3,0.00%
,"Mar., 2021",2021/03,Arkansas,5,Hospitalized,H,5,0.01%
,"Mar., 2021",2021/03,Arkansas,5,Emergency Room *,ER,8,0.01%
,"Mar., 2021",2021/03,Arkansas,5,Office Visit *,OF,13,0.02%
,"Mar., 2021",2021/03,Arkansas,5,None of the above,NONE,33,0.05%
Total,"Mar., 2021",2021/03,Arkansas,5,,,68,0.10%
,"Mar., 2021",2021/03,California,6,Death,DTH,65,0.10%
,"Mar., 2021",2021/03,California,6,Life Threatening,LT,45,0.07%
,"Mar., 2021",2021/03,California,6,Permanent Disability,DBL,39,0.06%
,"Mar., 2021",2021/03,California,6,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,California,6,Hospitalized,H,128,0.19%
,"Mar., 2021",2021/03,California,6,Existing Hospitalization Prolonged,HP,2,0.00%
,"Mar., 2021",2021/03,California,6,Emergency Room *,ER,139,0.20%
,"Mar., 2021",2021/03,California,6,Office Visit *,OF,132,0.19%
,"Mar., 2021",2021/03,California,6,None of the above,NONE,541,0.80%
Total,"Mar., 2021",2021/03,California,6,,,1092,1.61%
,"Mar., 2021",2021/03,Colorado,8,Death,DTH,6,0.01%
,"Mar., 2021",2021/03,Colorado,8,Life Threatening,LT,7,0.01%
,"Mar., 2021",2021/03,Colorado,8,Permanent Disability,DBL,8,0.01%
,"Mar., 2021",2021/03,Colorado,8,Hospitalized,H,30,0.04%
,"Mar., 2021",2021/03,Colorado,8,Emergency Room *,ER,35,0.05%
,"Mar., 2021",2021/03,Colorado,8,Office Visit *,OF,21,0.03%
,"Mar., 2021",2021/03,Colorado,8,None of the above,NONE,109,0.16%
Total,"Mar., 2021",2021/03,Colorado,8,,,216,0.32%
,"Mar., 2021",2021/03,Connecticut,9,Death,DTH,5,0.01%
,"Mar., 2021",2021/03,Connecticut,9,Life Threatening,LT,9,0.01%
,"Mar., 2021",2021/03,Connecticut,9,Permanent Disability,DBL,6,0.01%
,"Mar., 2021",2021/03,Connecticut,9,Hospitalized,H,21,0.03%
,"Mar., 2021",2021/03,Connecticut,9,Emergency Room *,ER,22,0.03%
,"Mar., 2021",2021/03,Connecticut,9,Office Visit *,OF,27,0.04%
,"Mar., 2021",2021/03,Connecticut,9,None of the above,NONE,171,0.25%
Total,"Mar., 2021",2021/03,Connecticut,9,,,261,0.38%
,"Mar., 2021",2021/03,Delaware,10,Death,DTH,2,0.00%
,"Mar., 2021",2021/03,Delaware,10,Life Threatening,LT,2,0.00%
,"Mar., 2021",2021/03,Delaware,10,Hospitalized,H,5,0.01%
,"Mar., 2021",2021/03,Delaware,10,Emergency Room *,ER,4,0.01%
,"Mar., 2021",2021/03,Delaware,10,Office Visit *,OF,2,0.00%
,"Mar., 2021",2021/03,Delaware,10,None of the above,NONE,19,0.03%
Total,"Mar., 2021",2021/03,Delaware,10,,,34,0.05%
,"Mar., 2021",2021/03,District of Columbia,11,Death,DTH,1,0.00%
,"Mar., 2021",2021/03,District of Columbia,11,Life Threatening,LT,2,0.00%
,"Mar., 2021",2021/03,District of Columbia,11,Hospitalized,H,3,0.00%
,"Mar., 2021",2021/03,District of Columbia,11,Emergency Room *,ER,3,0.00%
,"Mar., 2021",2021/03,District of Columbia,11,Office Visit *,OF,6,0.01%
,"Mar., 2021",2021/03,District of Columbia,11,None of the above,NONE,32,0.05%
Total,"Mar., 2021",2021/03,District of Columbia,11,,,47,0.07%
,"Mar., 2021",2021/03,Florida,12,Death,DTH,42,0.06%
,"Mar., 2021",2021/03,Florida,12,Life Threatening,LT,25,0.04%
,"Mar., 2021",2021/03,Florida,12,Permanent Disability,DBL,17,0.03%
,"Mar., 2021",2021/03,Florida,12,Hospitalized,H,98,0.14%
,"Mar., 2021",2021/03,Florida,12,Existing Hospitalization Prolonged,HP,3,0.00%
,"Mar., 2021",2021/03,Florida,12,Emergency Room *,ER,83,0.12%
,"Mar., 2021",2021/03,Florida,12,Office Visit *,OF,57,0.08%
,"Mar., 2021",2021/03,Florida,12,None of the above,NONE,459,0.68%
Total,"Mar., 2021",2021/03,Florida,12,,,784,1.16%
,"Mar., 2021",2021/03,Georgia,13,Death,DTH,11,0.02%
,"Mar., 2021",2021/03,Georgia,13,Life Threatening,LT,16,0.02%
,"Mar., 2021",2021/03,Georgia,13,Permanent Disability,DBL,6,0.01%
,"Mar., 2021",2021/03,Georgia,13,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Georgia,13,Hospitalized,H,39,0.06%
,"Mar., 2021",2021/03,Georgia,13,Emergency Room *,ER,38,0.06%
,"Mar., 2021",2021/03,Georgia,13,Office Visit *,OF,33,0.05%
,"Mar., 2021",2021/03,Georgia,13,None of the above,NONE,151,0.22%
Total,"Mar., 2021",2021/03,Georgia,13,,,295,0.43%
,"Mar., 2021",2021/03,Hawaii,15,Death,DTH,10,0.01%
,"Mar., 2021",2021/03,Hawaii,15,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,Hawaii,15,Hospitalized,H,6,0.01%
,"Mar., 2021",2021/03,Hawaii,15,Emergency Room *,ER,9,0.01%
,"Mar., 2021",2021/03,Hawaii,15,Office Visit *,OF,3,0.00%
,"Mar., 2021",2021/03,Hawaii,15,None of the above,NONE,18,0.03%
Total,"Mar., 2021",2021/03,Hawaii,15,,,48,0.07%
,"Mar., 2021",2021/03,Idaho,16,Death,DTH,2,0.00%
,"Mar., 2021",2021/03,Idaho,16,Life Threatening,LT,1,0.00%
,"Mar., 2021",2021/03,Idaho,16,Permanent Disability,DBL,2,0.00%
,"Mar., 2021",2021/03,Idaho,16,Hospitalized,H,6,0.01%
,"Mar., 2021",2021/03,Idaho,16,Emergency Room *,ER,6,0.01%
,"Mar., 2021",2021/03,Idaho,16,Office Visit *,OF,5,0.01%
,"Mar., 2021",2021/03,Idaho,16,None of the above,NONE,18,0.03%
Total,"Mar., 2021",2021/03,Idaho,16,,,40,0.06%
,"Mar., 2021",2021/03,Illinois,17,Death,DTH,56,0.08%
,"Mar., 2021",2021/03,Illinois,17,Life Threatening,LT,17,0.03%
,"Mar., 2021",2021/03,Illinois,17,Permanent Disability,DBL,9,0.01%
,"Mar., 2021",2021/03,Illinois,17,Hospitalized,H,79,0.12%
,"Mar., 2021",2021/03,Illinois,17,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Illinois,17,Emergency Room *,ER,78,0.11%
,"Mar., 2021",2021/03,Illinois,17,Office Visit *,OF,44,0.06%
,"Mar., 2021",2021/03,Illinois,17,None of the above,NONE,230,0.34%
Total,"Mar., 2021",2021/03,Illinois,17,,,514,0.76%
,"Mar., 2021",2021/03,Indiana,18,Death,DTH,13,0.02%
,"Mar., 2021",2021/03,Indiana,18,Life Threatening,LT,15,0.02%
,"Mar., 2021",2021/03,Indiana,18,Permanent Disability,DBL,11,0.02%
,"Mar., 2021",2021/03,Indiana,18,Congenital Anomaly / Birth Defect *,BD,1,0.00%
,"Mar., 2021",2021/03,Indiana,18,Hospitalized,H,29,0.04%
,"Mar., 2021",2021/03,Indiana,18,Existing Hospitalization Prolonged,HP,1,0.00%
,"Mar., 2021",2021/03,Indiana,18,Emergency Room *,ER,37,0.05%
,"Mar., 2021",2021/03,Indiana,18,Office Visit *,OF,44,0.06%
,"Mar., 2021",2021/03,Indiana,18,None of the above,NONE,593,0.87%
Total,"Mar., 2021",2021/03,Indiana,18,,,744,1.10%
,"Mar., 2021",2021/03,Iowa,19,Death,DTH,10,0.01%
,"Mar., 2021",2021/03,Iowa,19,Life Threatening,LT,4,0.01%
,"Mar., 2021",2021/03,Iowa,19,Permanent Disability,DBL,1,0.00%
,"Mar., 2021",2021/03,Iowa,19,Hospitalized,H,18,0.03%
,"Mar., 2021",2021/03,Iowa,19,Emergency Room *,ER,21,0.03%
,"Mar., 2021",2021/03,Iowa,19,Office Visit *,OF,6,0.01%
,"Mar., 2021",2021/03,Iowa,19,None of the above,NONE,53,0.08%
Total,"Mar., 2021",2021/03,Iowa,19,,,113,0.17%
,"Mar., 2021",2021/03,Kansas,20,Death,DTH,10,0.01%
,"Mar., 2021",2021/03,Kansas,20,Life Threatening,LT,4,0.01%
